Player,Credits,Player Type,Player Name,Team,Matches Played,Runs,Balls Faced,Fours,Sixes,Dot Balls,25+ Scores,50+ Scores,75+ Scores,100+ Scores,Runs in Powerplay,Runs in Middle Overs,Runs in Death Overs,Batting Average,Strike Rate,Wickets,LBW/Bowled Wickets,Runs Conceded,Balls Bowled,Dot Balls Bowled,3+ Wickets,4+ Wickets,5+ Wickets,economy,Balls Bowled in Powerplay,Balls Bowled in Death Overs,Bowling Average,Bowling Strike Rate,Catches,Stumpings,Run-Outs,Catches per Match,Stumpings per Match,Run-Outs per Match,25+ runs per Match,50+ runs per Match,75+ runs per Match,100+ runs per Match,3+ wickets per Match,4+ wickets per Match,5+ wickets per Match,Chennai,Delhi,Mumbai,Kolkata,Bengaluru,Hyderabad,Ahmedabad,Jaipur,Mohali,Lucknow,Dharamsala,Guwahati,Indore,Visakhapatnam,Chennai_matches,Delhi_matches,Mumbai_matches,Kolkata_matches,Bengaluru_matches,Hyderabad_matches,Ahmedabad_matches,Jaipur_matches,Mohali_matches,Lucknow_matches,Dharamsala_matches,Guwahati_matches,Indore_matches,Visakhapatnam_matches,Chennai_avg_fantasy,Delhi_avg_fantasy,Mumbai_avg_fantasy,Kolkata_avg_fantasy,Bengaluru_avg_fantasy,Hyderabad_avg_fantasy,Ahmedabad_avg_fantasy,Jaipur_avg_fantasy,Mohali_avg_fantasy,Lucknow_avg_fantasy,Dharamsala_avg_fantasy,Guwahati_avg_fantasy,Indore_avg_fantasy,Visakhapatnam_avg_fantasy,Total fantasy points,Fantasy points per match,Total current fantasy points,Current Fantasy points per match
K Verreynne,,,,,20,462,328,40,18,108,4,1,0,1,188,161,109,23.1,140.85,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,8,1,1,0.4,0.05,0.05,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,932.0,46.6,,
A Dananjaya,,,,,2,4,9,0,0,5,0,0,0,0,0,4,0,2.0,44.44,1,0,62,42,15,0,0,0,8.86,12,0,62.0,42.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,57.0,28.5,,
P Subrayen,,,,,10,13,22,0,0,11,0,0,0,0,0,6,7,1.3,59.09,9,4,224,185,62,0,0,0,7.26,67,0,24.89,20.56,2,0,1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,439.0,43.9,,
L Gregory,,,,,3,4,10,0,0,7,0,0,0,0,4,0,0,1.33,40.0,1,0,17,15,7,0,0,0,6.8,0,0,17.0,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,53.0,17.67,,
D Ferreira,7.0,ALL,Donovan Ferreira,DC,34,460,320,34,28,129,2,2,1,0,9,315,136,13.53,143.75,11,0,183,190,68,1,0,0,5.78,37,12,16.64,17.27,25,2,2,0.735,0.059,0.059,0.059,0.059,0.029,0.0,0.029,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,13.0,34.0,40.0,43.5,42.0,12.0,29.55,45.0,42.0,53.0,11.0,0.0,47.5,1574.0,47.7,,
KMA Paul,,,,,14,131,110,8,9,52,1,0,0,0,17,89,25,9.36,119.09,4,1,194,108,25,0,0,0,10.78,32,7,48.5,27.0,6,0,0,0.429,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,478.0,34.14,,
MP Siboto,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,39,16,2,0,0,0,14.62,7,9,39.0,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,36.0,36.0,,
AM Phangiso,,,,,7,46,42,2,3,20,0,0,0,0,0,33,13,6.57,109.52,10,3,178,138,48,0,2,0,7.74,24,6,17.8,13.8,2,0,0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,504.0,72.0,,
H Klaasen,9.0,WK,Heinrich Klaasen,SRH,64,2145,1299,133,139,356,21,12,3,2,128,1320,697,33.52,165.13,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,34,4,9,0.531,0.062,0.141,0.328,0.188,0.047,0.031,0.0,0.0,0.0,148.0,51.0,83.0,206.0,145.0,585.0,102.0,0.0,37.0,0.0,0.0,0.0,0.0,60.0,3.0,1.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.33,51.0,41.5,103.0,145.0,65.0,51.0,29.55,37.0,42.0,53.0,41.0,0.0,60.0,3501.0,66.06,432.0,61.71
PD Salt,8.5,WK,Philip Salt,RCB,47,1215,751,139,59,289,9,6,4,0,694,285,41,25.85,161.78,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,39,1,7,0.83,0.021,0.149,0.191,0.128,0.085,0.0,0.0,0.0,0.0,94.0,0.0,41.0,884.0,179.0,0.0,0.0,133.0,0.0,82.0,0.0,0.0,0.0,46.0,2.0,1.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.0,45.665,20.5,110.5,59.67,42.0,40.0,133.0,45.0,82.0,53.0,41.0,0.0,46.0,2319.0,61.03,466.0,77.67
WG Jacks,7.5,ALL,Will Jacks,MI,39,1061,664,88,71,261,7,6,1,2,545,386,15,27.21,159.79,18,7,483,406,150,0,0,0,7.14,130,6,26.83,22.56,20,0,1,0.513,0.0,0.026,0.179,0.154,0.026,0.051,0.0,0.0,0.0,69.0,19.0,252.0,113.0,109.0,40.0,200.0,0.0,0.0,9.0,34.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0,19.0,63.0,113.0,36.33,40.0,200.0,29.55,45.0,9.0,34.0,41.0,0.0,47.5,3027.0,77.62,317.0,52.83
SSB Magala,,,,,13,2,5,0,0,3,0,0,0,0,0,0,2,0.15,40.0,15,2,404,274,85,0,0,0,8.85,109,89,26.93,18.27,3,0,0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,578.0,52.55,,
MS Crane,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,47,36,10,0,0,0,7.83,6,0,47.0,36.0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,56.0,28.0,,
TB de Bruyn,,,,,17,295,262,23,11,111,3,1,0,0,109,166,15,17.35,112.6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,0,0.059,0.0,0.0,0.176,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,549.0,32.29,,
OEG Baartman,,,,,24,7,13,0,0,7,0,0,0,0,0,0,7,0.29,53.85,41,14,669,505,196,2,2,0,7.95,125,189,16.32,12.32,3,0,1,0.125,0.0,0.042,0.0,0.0,0.0,0.0,0.083,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1719.0,71.62,,
S Muthusamy,,,,,21,141,130,7,7,55,2,0,0,0,6,76,59,6.71,108.46,15,2,355,289,85,3,0,0,7.37,50,12,23.67,19.27,9,0,1,0.429,0.0,0.048,0.095,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,980.0,46.67,,
JK Fuller,,,,,6,76,49,8,1,12,2,0,0,0,0,32,44,12.67,155.1,0,0,128,77,25,0,0,0,9.97,33,0,0.0,0.0,2,0,0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,187.0,31.17,,
S Dadswell,,,,,9,102,110,7,3,49,0,0,0,0,11,73,18,11.33,92.73,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,7,0,0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,240.0,26.67,,
JT Smuts,,,,,24,534,413,56,22,170,4,4,1,0,164,280,69,22.25,129.3,8,3,264,217,80,0,0,0,7.3,42,14,33.0,27.12,5,0,0,0.208,0.0,0.0,0.167,0.167,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1430.0,59.58,,
WD Parnell,,,,,23,157,144,15,5,62,1,0,0,0,5,71,81,6.83,109.03,33,8,689,455,180,5,1,0,9.09,227,104,20.88,13.79,10,0,0,0.435,0.0,0.0,0.043,0.0,0.0,0.0,0.217,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1310.0,81.88,,
E Bosch,,,,,29,158,165,15,3,84,0,0,0,0,0,75,83,5.45,95.76,27,8,748,567,236,2,0,0,7.92,324,66,27.7,21.0,9,0,1,0.31,0.0,0.034,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1572.0,54.21,,
SJ Erwee,,,,,7,70,64,6,3,31,1,0,0,0,44,21,1,10.0,109.38,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1,0,0,0.143,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,152.0,21.71,,
E Jones,,,,,19,70,79,2,2,35,0,0,0,0,0,32,38,3.68,88.61,19,3,464,321,93,1,1,0,8.67,64,49,24.42,16.89,5,0,0,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,917.0,48.26,,
LB Williams,,,,,13,28,38,2,1,22,0,0,0,0,0,24,4,2.15,73.68,21,3,398,271,96,2,2,0,8.81,133,59,18.95,12.9,2,0,1,0.154,0.0,0.077,0.0,0.0,0.0,0.0,0.154,0.154,0.0,0.0,12.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,12.0,34.0,35.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,914.0,70.31,,
GC Viljoen,,,,,15,49,60,4,1,31,0,0,0,0,0,12,37,3.27,81.67,19,7,501,328,101,0,1,0,9.16,118,111,26.37,17.26,1,0,0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,874.0,58.27,,
D Potgieter,,,,,18,259,170,20,16,64,7,0,0,0,0,21,238,14.39,152.35,6,3,65,44,15,0,0,1,8.86,0,12,10.83,7.33,4,0,0,0.222,0.0,0.0,0.389,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,786.0,43.67,,
BA Carse,,,,,8,57,54,3,3,24,1,0,0,0,0,15,42,7.12,105.56,5,1,204,135,46,0,0,0,9.07,25,18,40.8,27.0,3,0,0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,351.0,43.88,,
M Pretorius,,,,,13,28,26,0,2,11,0,0,0,0,0,2,26,2.15,107.69,10,2,351,207,66,1,0,0,10.17,67,60,35.1,20.7,5,0,0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,530.0,40.77,,
MJ Ackerman,,,,,9,129,109,9,4,38,3,0,0,0,27,96,6,14.33,118.35,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0,0.222,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,253.0,28.11,,
JL du Plooy,,,,,27,743,547,71,28,202,6,3,2,0,285,303,112,27.52,135.83,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,7,0,1,0.259,0.0,0.037,0.222,0.111,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,1437.0,53.22,,
Waqar Salamkheil,,,,,6,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,7,2,124,91,28,0,0,0,8.18,30,0,17.71,13.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,278.0,46.33,,
G Coetzee,7.0,BOWL,Gerald Coetzee,GT,20,43,54,0,4,33,0,0,0,0,12,5,26,2.15,79.63,32,6,627,420,151,3,2,0,8.96,163,94,19.59,13.12,2,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,234.0,0.0,0.0,34.0,65.0,4.0,98.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,46.8,40.0,43.5,34.0,65.0,4.0,98.0,43.0,53.0,41.0,0.0,47.5,1386.0,69.3,,
I Manack,,,,,1,4,3,0,0,0,0,0,0,0,0,0,4,4.0,133.33,0,0,20,13,6,0,0,0,9.23,7,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,14.0,14.0,,
SR Harmer,,,,,22,30,27,2,0,6,0,0,0,0,0,13,17,1.36,111.11,9,1,491,371,108,0,1,0,7.94,49,6,54.56,41.22,13,0,1,0.591,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,630.0,28.64,,
CJ Dala,,,,,16,23,27,1,1,12,0,0,0,0,0,11,12,1.44,85.19,20,8,333,222,77,1,1,1,9.0,69,53,16.65,11.1,11,0,3,0.688,0.0,0.188,0.0,0.0,0.0,0.0,0.062,0.062,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,968.0,60.5,,
RE van der Merwe,,,,,9,24,22,1,0,8,0,0,0,0,0,0,24,2.67,109.09,20,10,191,208,80,0,1,1,5.51,55,19,9.55,10.4,4,0,0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,864.0,96.0,,
AM Rossington,,,,,12,259,167,31,14,80,2,2,0,0,177,14,0,21.58,155.09,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,5,5,1,0.417,0.417,0.083,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,645.0,53.75,,
C Jonker,,,,,2,13,19,1,0,9,0,0,0,0,0,13,0,6.5,68.42,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,25.0,12.5,,
M Van Buuren,,,,,27,384,367,32,6,146,5,1,0,0,65,244,75,14.22,104.63,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,7,0,1,0.259,0.0,0.037,0.185,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,746.0,27.63,,
BS Makhanya,,,,,13,118,104,11,3,38,1,0,0,0,45,62,11,9.08,113.46,0,0,10,7,2,0,0,0,8.57,0,0,0.0,0.0,4,0,0,0.308,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,270.0,20.77,,
N Burger,,,,,20,18,45,1,0,31,0,0,0,0,0,11,7,0.9,40.0,20,6,595,427,172,1,0,0,8.36,231,78,29.75,21.35,7,0,1,0.35,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,34.0,0.0,72.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,45.665,72.0,40.0,43.5,42.0,40.0,52.0,45.0,42.0,53.0,41.0,0.0,47.5,1000.0,50.0,,
A Gqamane,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,12,6,1,0,0,0,12.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,42.0,53.0,41.0,0.0,47.5,5.0,5.0,,
C Bosch,6.0,ALL,Corbin Bosch,MI,14,45,59,1,1,25,0,0,0,0,7,27,11,3.21,76.27,13,3,274,181,53,0,1,0,9.08,49,63,21.08,13.92,6,0,3,0.429,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,45.665,34.0,40.0,43.5,42.0,40.0,29.55,45.0,12.0,53.0,41.0,0.0,47.5,652.0,46.57,12.0,12.0
